"eid"	"prism.doi"	"pii"	"dc.title"	"prism.coverDate"	"prism.volume"	"prism.pageRange"	"dc.creator"	"citedby.count"	"article.number"	"source.id"	"pubmed.id"	"dc.identifier"	"Topic0"	"Topic1"	"Topic2"	"Topic3"	"Topic4"	"Topic5"	"Topic6"	"Topic7"	"Topic8"	"Topic9"	"dominant_topic"	"eid"	"pii"	"neg"	"neu"	"pos"	"compound"	"eid"	"pii"	"year"
"2-s2.0-0031612899"	"10.1006/jhev.1997.0186"	"S004724849790186X"	"Variation in tooth morphology of Gorilla gorilla"	"1998-01-01"	34	"55-70"	"Uchida A."	49	NA	18927	9467781	"SCOPUS_ID:0031612899"	0	0.04	0.03	0.01	0.03	0.23	0	0.12	0.09	0.46	9	"2-s2.0-0031612899"	"S004724849790186X"	0.013	0.925	0.063	0.9965	"2-s2.0-0031612899"	"S004724849790186X"	"1998"
"2-s2.0-0027388024"	"10.1006/jhev.1993.1017"	"S0047248483710171"	"Complex rearrangements in the evolution of hominoid chromosome XVII"	"1993-01-01"	24	"233-238"	"Matera A.G."	12	NA	18927	NA	"SCOPUS_ID:0027388024"	0	0	0.57	0	0	0	0.1	0.32	0	0	2	"2-s2.0-0027388024"	"S0047248483710171"	0	0.899	0.101	0.9864	"2-s2.0-0027388024"	"S0047248483710171"	"1993"
"2-s2.0-85059746980"	"10.1016/j.jhevol.2018.11.008"	"S0047248418301507"	"Do a few tools necessarily mean a few people? A techno-morphological approach to the question of group size at Gesher Benot Ya'aqov, Israel"	"2019-03-01"	128	"45-58"	"Herzlinger G."	9	NA	18927	30825981	"SCOPUS_ID:85059746980"	0	0	0.08	0	0	0.14	0.75	0	0	0.04	6	"2-s2.0-85059746980"	"S0047248418301507"	0.02	0.91	0.07	0.9999	"2-s2.0-85059746980"	"S0047248418301507"	"2019"
"2-s2.0-78650873025"	"10.1016/j.jhevol.2010.10.004"	"S004724841000223X"	"Comparative expression analysis of the phosphocreatine circuit in extant primates: Implications for human brain evolution"	"2011-01-01"	60	"205-212"	"Pfefferle A.D."	21	NA	18927	NA	"SCOPUS_ID:78650873025"	0	0	0.37	0.06	0	0.38	0	0	0	0.18	5	"2-s2.0-78650873025"	"S004724841000223X"	0.016	0.846	0.138	0.9999	"2-s2.0-78650873025"	"S004724841000223X"	"2011"
"2-s2.0-0022542209"	"10.1016/S0047-2484(86)80062-8"	"S0047-2484(86)80062-8"	"Sexual cyclicity and concealed ovulation"	"1986-01-01"	15	"21-30"	"Manson W."	8	NA	18927	NA	"SCOPUS_ID:0022542209"	0	0	0.26	0.06	0	0	0	0	0	0.69	9	"2-s2.0-0022542209"	"S0047-2484(86)80062-8"	0.024	0.908	0.068	0.9996	"2-s2.0-0022542209"	"S0047-2484(86)80062-8"	"1986"
"2-s2.0-0001093073"	"10.1016/S0047-2484(81)80094-2"	"S0047248481800942"	"The pygmy chimpanzee is not a living missing link in human evolution"	"1981-01-01"	10	"475-488"	"Latimer B."	29	NA	18927	NA	"SCOPUS_ID:0001093073"	0	0.01	0.23	0.06	0.23	0	0	0.24	0	0.23	7	"2-s2.0-0001093073"	"S0047248481800942"	0.035	0.906	0.059	0.9992	"2-s2.0-0001093073"	"S0047248481800942"	"1981"
"2-s2.0-67650111664"	"10.1016/j.jhevol.2009.04.005"	"S0047248409000621"	"Estimating canine tooth crown height in early Australopithecus"	"2009-01-01"	57	"2-10"	"Plavcan J."	9	NA	18927	19482334	"SCOPUS_ID:67650111664"	0	0	0	0.11	0.34	0.14	0	0	0.39	0.02	8	"2-s2.0-67650111664"	"S0047248409000621"	0.03	0.882	0.087	0.9998	"2-s2.0-67650111664"	"S0047248409000621"	"2009"
"2-s2.0-0028848768"	"10.1006/jhev.1995.1030"	"S0047248485710305"	"Sexing isolated hominoid canines with special reference to the Middle Miocene specimens from Paşalar, Turkey"	"1995-01-01"	28	"385-403"	"Waddle D.M."	8	NA	18927	NA	"SCOPUS_ID:0028848768"	0	0	0.1	0.11	0.1	0.12	0	0.19	0.29	0.08	8	"2-s2.0-0028848768"	"S0047248485710305"	0.033	0.911	0.055	0.9186	"2-s2.0-0028848768"	"S0047248485710305"	"1995"
"2-s2.0-0242662656"	"10.1016/j.jhevol.2003.07.001"	"S0047248403001076"	"Later Middle Pleistocene human remains from the Almonda Karstic system, Torres Novas, Portugal"	"2003-01-01"	45	"219-226"	"Trinkaus E."	32	NA	18927	14580591	"SCOPUS_ID:0242662656"	0.17	0	0	0	0	0	0.23	0	0.59	0	8	"2-s2.0-0242662656"	"S0047248403001076"	0.034	0.908	0.058	0.9961	"2-s2.0-0242662656"	"S0047248403001076"	"2003"
"2-s2.0-0029507027"	"10.1006/jhev.1995.1075"	"S0047248485710755"	"Comparative application of the coefficient of variation and range-based statistics for assessing the taxonomic composition of fossil samples"	"1995-01-01"	29	"549-575"	"Cope D."	41	NA	18927	NA	"SCOPUS_ID:0029507027"	0	0	0.15	0	0	0.84	0	0	0	0	5	"2-s2.0-0029507027"	"S0047248485710755"	0.067	0.862	0.071	0.1531	"2-s2.0-0029507027"	"S0047248485710755"	"1995"
"2-s2.0-84875911775"	"10.1016/j.jhevol.2012.07.009"	"S0047248413000341"	"The distal tibia of Hispanopithecus laietanus: More evidence for mosaic evolution in Miocene apes"	"2013-01-01"	64	"319-327"	"Tallman M."	12	NA	18927	NA	"SCOPUS_ID:84875911775"	0.06	0	0	0	0	0.17	0	0.77	0	0	7	"2-s2.0-84875911775"	"S0047248413000341"	0.013	0.89	0.096	0.9998	"2-s2.0-84875911775"	"S0047248413000341"	"2013"
"2-s2.0-19944396846"	"10.1016/j.jhevol.2004.10.008"	"S0047248405000278"	"Neandertal taxonomy reconsidered...again: A response to Harvati et al. (2004)"	"2005-01-01"	48	"647-652"	"Ahern J.C.M."	6	NA	18927	15927664	"SCOPUS_ID:19944396846"	0.21	0	0.26	0	0.07	0.36	0	0.01	0	0.08	5	"2-s2.0-19944396846"	"S0047248405000278"	0.035	0.876	0.09	0.9987	"2-s2.0-19944396846"	"S0047248405000278"	"2005"
"2-s2.0-33748437403"	"10.1016/j.jhevol.2006.07.005"	"S0047248406001333"	"Speed modulation in hylobatid bipedalism: A kinematic analysis"	"2006-01-01"	51	"513-526"	"Vereecke E."	24	NA	18927	16959298	"SCOPUS_ID:33748437403"	0	0	0	0.97	0	0	0	0.01	0	0.01	3	"2-s2.0-33748437403"	"S0047248406001333"	0.033	0.881	0.086	0.9998	"2-s2.0-33748437403"	"S0047248406001333"	"2006"
"2-s2.0-0019972543"	"10.1016/S0047-2484(82)80093-6"	"S0047248482800936"	"Nocturnal actions and interactions of new-born monkeys"	"1982-01-01"	11	"xx-xx"	"Todt D."	7	NA	18927	NA	"SCOPUS_ID:0019972543"	0	0	0.19	0.02	0	0	0	0	0	0.79	9	"2-s2.0-0019972543"	"S0047248482800936"	0.02	0.905	0.076	0.9987	"2-s2.0-0019972543"	"S0047248482800936"	"1982"
"2-s2.0-33745204200"	"10.1016/j.jhevol.2006.03.003"	"S0047248406000522"	"Comments on Dobson (2005), body proportions in early hominins, and the joint and limb proportion differences between Stw 431 (A. africanus) and A.L. 288-1 (A. afarensis)"	"2006-01-01"	51	"109-110"	"Berger L."	1	NA	18927	16780925	"SCOPUS_ID:33745204200"	0	0	0.02	0.49	0.49	0	0	0	0	0	3	"2-s2.0-33745204200"	"S0047248406000522"	0.019	0.916	0.065	0.9883	"2-s2.0-33745204200"	"S0047248406000522"	"2006"
"2-s2.0-49249150763"	"10.1016/0047-2484(79)90055-1"	"47248479900551"	"Matters of moment"	"1979-01-01"	8	"319-321"	"Maier W."	5	NA	18927	NA	"SCOPUS_ID:49249150763"	0	0	0.4	0	0	0	0	0.11	0.49	0	8	"2-s2.0-49249150763"	"47248479900551"	0.082	0.863	0.055	-0.9652	"2-s2.0-49249150763"	"47248479900551"	"1979"
"2-s2.0-34249685925"	"10.1016/j.jhevol.2007.03.004"	"S0047248407000589"	"Craniomandibular morphology supporting the diphyletic origin of mangabeys and a new genus of the Cercocebus/Mandrillus clade, Procercocebus"	"2007-01-01"	53	"69-102"	"Gilbert C."	54	NA	18927	17521704	"SCOPUS_ID:34249685925"	0	0	0.01	0	0.46	0.12	0	0.31	0.01	0.09	4	"2-s2.0-34249685925"	"S0047248407000589"	0.019	0.911	0.07	0.9999	"2-s2.0-34249685925"	"S0047248407000589"	"2007"
"2-s2.0-0037307670"	"10.1016/S0047-2484(02)00207-5"	"S0047248402002075"	"Morphological affinities of the Australopithecus afarensis hand on the basis of manual proportions and relative thumb length"	"2003-01-01"	44	"225-254"	"Alba D."	94	NA	18927	12662944	"SCOPUS_ID:0037307670"	0	0	0.02	0.29	0.1	0.04	0.02	0.37	0	0.16	7	"2-s2.0-0037307670"	"S0047248402002075"	0.038	0.839	0.123	1	"2-s2.0-0037307670"	"S0047248402002075"	"2003"
"2-s2.0-85058974138"	"10.1016/j.jhevol.2018.11.001"	"S0047248418301696"	"The meta-group social network of early humans: A temporal–spatial assessment of group size at FLK Zinj (Olduvai Gorge, Tanzania)"	"2019-02-01"	127	"54-66"	"Domínguez-Rodrigo M."	7	NA	18927	30777358	"SCOPUS_ID:85058974138"	0	0.04	0.03	0.11	0	0.06	0.54	0	0	0.22	6	"2-s2.0-85058974138"	"S0047248418301696"	0.025	0.909	0.066	0.9998	"2-s2.0-85058974138"	"S0047248418301696"	"2019"
"2-s2.0-0018582438"	"10.1016/0047-2484(79)90010-1"	"47248479900101"	"Migration, selection and histocompatibility"	"1979-01-01"	8	"795-797"	"Degos L."	0	NA	18927	NA	"SCOPUS_ID:0018582438"	0	0	1	0	0	0	0	0	0	0	2	"2-s2.0-0018582438"	"47248479900101"	0.035	0.888	0.077	0.9919	"2-s2.0-0018582438"	"47248479900101"	"1979"
"2-s2.0-33646758895"	"10.1016/j.jhevol.2006.01.008"	"S0047248406000467"	"A fossil hominoid proximal femur from Kikorongo Crater, southwestern Uganda"	"2006-01-01"	50	"687-695"	"DeSilva J."	2	NA	18927	16620913	"SCOPUS_ID:33646758895"	0.01	0.1	0	0.36	0.15	0	0.01	0.36	0.01	0	3	"2-s2.0-33646758895"	"S0047248406000467"	0.021	0.908	0.07	0.9996	"2-s2.0-33646758895"	"S0047248406000467"	"2006"
"2-s2.0-0017565272"	"10.1016/S0047-2484(77)80104-8"	"S0047248477801048"	"Transmission of genes and transmission of characteristics"	"1977-01-01"	6	"733-734"	"Jacquard A."	0	NA	18927	NA	"SCOPUS_ID:0017565272"	0	0	1	0	0	0	0	0	0	0	2	"2-s2.0-0017565272"	"S0047248477801048"	0.02	0.873	0.107	0.9922	"2-s2.0-0017565272"	"S0047248477801048"	"1977"
"2-s2.0-84865563296"	"10.1016/j.jhevol.2012.05.012"	"S0047248412000978"	"The nasal and paranasal architecture of the Middle Miocene ape Pierolapithecus catalaunicus (primates: Hominidae): Phylogenetic implications"	"2012-01-01"	63	"497-506"	"Pérez de Los Ríos M."	19	NA	18927	22819226	"SCOPUS_ID:84865563296"	0.06	0	0	0	0.4	0	0.01	0.49	0.03	0	7	"2-s2.0-84865563296"	"S0047248412000978"	0.032	0.903	0.064	0.9995	"2-s2.0-84865563296"	"S0047248412000978"	"2012"
"2-s2.0-84907779214"	"10.1016/j.jhevol.2014.08.002"	"S0047248414001808"	"Large cutting tools in the Danjiangkou Reservoir Region, central China"	"2014-01-01"	76	"129-153"	"Kuman K."	34	NA	18927	25223718	"SCOPUS_ID:84907779214"	0.02	0.26	0.01	0	0.01	0.01	0.68	0	0.01	0	6	"2-s2.0-84907779214"	"S0047248414001808"	0.027	0.894	0.08	1	"2-s2.0-84907779214"	"S0047248414001808"	"2014"
"2-s2.0-85040237287"	"10.1016/j.jhevol.2017.11.010"	"S0047248417304955"	"Hominin raw material procurement in the Oldowan-Acheulean transition at Olduvai Gorge"	"2018-07-01"	120	"378-401"	"McHenry L."	24	NA	18927	29331229	"SCOPUS_ID:85040237287"	0	0.1	0	0	0	0	0.9	0	0	0	6	"2-s2.0-85040237287"	"S0047248417304955"	0.025	0.913	0.062	0.9998	"2-s2.0-85040237287"	"S0047248417304955"	"2018"
"2-s2.0-0033912992"	"10.1006/jhev.2000.0403"	"S0047248400904032"	"The evolution of human skin coloration"	"2000-01-01"	39	"57-106"	"Jablonski N.G."	774	90403	18927	10896812	"SCOPUS_ID:0033912992"	0.01	0.12	0.7	0.1	0	0.01	0	0	0	0.06	2	"2-s2.0-0033912992"	"S0047248400904032"	0.031	0.911	0.058	0.9964	"2-s2.0-0033912992"	"S0047248400904032"	"2000"
"2-s2.0-0015849090"	"10.1016/0047-2484(73)90124-3"	"47248473901243"	"Deciduous teeth of Hominidae from the Pliocene/Pleistocene of the lower Omo basin, Ethiopia"	"1973-01-01"	2	"xx-xx"	"Howell F."	17	NA	18927	NA	"SCOPUS_ID:0015849090"	0	0.1	0	0	0.29	0	0	0	0.61	0	8	"2-s2.0-0015849090"	"47248473901243"	0.051	0.888	0.061	0.99	"2-s2.0-0015849090"	"47248473901243"	"1973"
"2-s2.0-0016245031"	"10.1016/0047-2484(74)90023-2"	"47248474900232"	"Banding patterns of the chromosomes of the Rhesus monkey (Macaca mulatta)"	"1974-01-01"	3	"xx-xx"	"Perticone P."	8	NA	18927	NA	"SCOPUS_ID:0016245031"	0	0	0.84	0	0	0	0	0.15	0	0	2	"2-s2.0-0016245031"	"47248474900232"	0.017	0.924	0.059	0.9962	"2-s2.0-0016245031"	"47248474900232"	"1974"
"2-s2.0-0017180366"	"10.1016/0047-2484(76)90089-0"	"47248476900890"	"A contribution to the origin of Homo sapiens sapiens"	"1976-01-01"	5	"497-500"	"Jelinek J."	5	NA	18927	NA	"SCOPUS_ID:0017180366"	0.41	0	0.46	0	0.13	0	0	0	0	0	2	"2-s2.0-0017180366"	"47248476900890"	0.046	0.885	0.069	0.9812	"2-s2.0-0017180366"	"47248476900890"	"1976"
"2-s2.0-85011911885"	"10.1016/j.jhevol.2016.12.002"	"S004724841630238X"	"Chimpanzee and human midfoot motion during bipedal walking and the evolution of the longitudinal arch of the foot"	"2017-03-01"	104	"23-31"	"Holowka N."	26	NA	18927	28317554	"SCOPUS_ID:85011911885"	0	0	0	0.89	0	0	0	0.1	0	0	3	"2-s2.0-85011911885"	"S004724841630238X"	0.025	0.89	0.085	0.9999	"2-s2.0-85011911885"	"S004724841630238X"	"2017"
"2-s2.0-0019182222"	"10.1016/0047-2484(80)90094-9"	"47248480900949"	"Estimating the heritability of hair colour and eye colour"	"1980-01-01"	9	"625-630"	"Bräuer G."	4	NA	18927	NA	"SCOPUS_ID:0019182222"	0	0	0.83	0	0.03	0.13	0	0	0	0	2	"2-s2.0-0019182222"	"47248480900949"	0.009	0.868	0.123	0.9994	"2-s2.0-0019182222"	"47248480900949"	"1980"
"2-s2.0-85015064088"	"10.1016/j.jhevol.2016.12.006"	"S0047248417300015"	"Comparative analysis of trabecular bone structure and orientation in South African hominin tali"	"2017-05-01"	106	"1-18"	"Su A."	23	NA	18927	28434534	"SCOPUS_ID:85015064088"	0	0	0	0.35	0.31	0.1	0.01	0.22	0	0.02	3	"2-s2.0-85015064088"	"S0047248417300015"	0.017	0.9	0.084	1	"2-s2.0-85015064088"	"S0047248417300015"	"2017"
"2-s2.0-42649133782"	"10.1016/j.jhevol.2008.01.002"	"S0047248408000262"	"\"Variation in brain size and ecology in Pongo\" [J. Hum. Evol. 52 (1) (2007) 59-71] (DOI:10.1016/j.jhevol.2006.07.010)"	"2008-01-01"	54	"727-728"	"Taylor A."	0	NA	18927	NA	"SCOPUS_ID:42649133782"	0	0.32	0.04	0	0	0.37	0	0	0	0.26	5	"2-s2.0-42649133782"	"S0047248408000262"	0.012	0.942	0.047	0.936	"2-s2.0-42649133782"	"S0047248408000262"	"2008"
"2-s2.0-0022256754"	"10.1016/S0047-2484(85)80043-9"	"S0047248485800439"	"Educability: a field of research in ongoing human evolution"	"1985-01-01"	14	"371-374"	"Hiernaux J."	0	NA	18927	NA	"SCOPUS_ID:0022256754"	0	0	0.62	0.19	0	0	0	0	0	0.19	2	"2-s2.0-0022256754"	"S0047248485800439"	0.036	0.839	0.125	0.9988	"2-s2.0-0022256754"	"S0047248485800439"	"1985"
"2-s2.0-69549084430"	"10.1016/j.jhevol.2009.07.001"	"S0047248409001122"	"Monomorphism, male-male competition, and mechanisms of sexual dimorphism"	"2009-01-01"	57	"321-325"	"Lawler R."	9	NA	18927	19679333	"SCOPUS_ID:69549084430"	0	0	0.03	0.34	0.02	0.04	0	0	0	0.56	9	"2-s2.0-69549084430"	"S0047248409001122"	0.023	0.835	0.143	0.9999	"2-s2.0-69549084430"	"S0047248409001122"	"2009"
"2-s2.0-38249033742"	"10.1016/0047-2484(87)90025-X"	"004724848790025X"	"Transitions: Homo erectus and the Acheulian: the Ethiopian sites of Gadeb and the Middle Awash"	"1987-01-01"	16	"809-826"	"Clark J."	31	NA	18927	NA	"SCOPUS_ID:38249033742"	0	0.25	0	0	0.03	0	0.61	0	0	0.11	6	"2-s2.0-38249033742"	"004724848790025X"	0.042	0.894	0.065	0.9984	"2-s2.0-38249033742"	"004724848790025X"	"1987"
"2-s2.0-0036672518"	"10.1006/jhev.2002.0570"	"S0047248402905701"	"On the systematic status of the late Neogene hominoids from Yunnan Province, China"	"2002-01-01"	43	"207-227"	"Harrison T."	49	NA	18927	12160716	"SCOPUS_ID:0036672518"	0	0.55	0.01	0	0.02	0	0.05	0.33	0.02	0.02	1	"2-s2.0-0036672518"	"S0047248402905701"	0.008	0.953	0.04	0.9975	"2-s2.0-0036672518"	"S0047248402905701"	"2002"
"2-s2.0-84937976717"	"10.1016/j.jhevol.2015.05.006"	"S0047248415001323"	"Kinetics of bipedal locomotion during load carrying in capuchin monkeys"	"2015-08-01"	85	"149-156"	"Hanna J."	10	NA	18927	26073073	"SCOPUS_ID:84937976717"	0	0	0	0.74	0	0	0.03	0	0	0.23	3	"2-s2.0-84937976717"	"S0047248415001323"	0.019	0.898	0.083	0.9999	"2-s2.0-84937976717"	"S0047248415001323"	"2015"
"2-s2.0-70449708906"	"10.1016/j.jhevol.2009.08.005"	"S0047248409001572"	"Terrestrial adaptations in the hands of Equatorius africanus revisited"	"2009-01-01"	57	"763-772"	"Patel B."	22	NA	18927	19879632	"SCOPUS_ID:70449708906"	0	0.03	0	0.07	0	0	0	0.9	0	0	7	"2-s2.0-70449708906"	"S0047248409001572"	0.019	0.886	0.096	0.9999	"2-s2.0-70449708906"	"S0047248409001572"	"2009"
"2-s2.0-69549114283"	"10.1016/j.jhevol.2009.04.007"	"S0047248409001067"	"Body size and its consequences: Allometry and the lower limb length of Liang Bua 1 (Homo floresiensis)"	"2009-01-01"	57	"223-228"	"Holliday T."	19	NA	18927	19674770	"SCOPUS_ID:69549114283"	0.04	0	0	0.71	0.17	0.05	0	0.04	0	0	3	"2-s2.0-69549114283"	"S0047248409001067"	0.036	0.882	0.082	0.9996	"2-s2.0-69549114283"	"S0047248409001067"	"2009"
"2-s2.0-84875899274"	"10.1016/j.jhevol.2013.01.013"	"S0047248413000316"	"Cladistic analysis of extant and fossil African papionins using craniodental data"	"2013-01-01"	64	"399-433"	"Gilbert C."	41	NA	18927	NA	"SCOPUS_ID:84875899274"	0	0.02	0	0	0.62	0.12	0	0.18	0.04	0.02	4	"2-s2.0-84875899274"	"S0047248413000316"	0.041	0.885	0.074	0.9999	"2-s2.0-84875899274"	"S0047248413000316"	"2013"
"2-s2.0-19944397177"	"10.1016/j.jhevol.2005.01.003"	"S0047248405000151"	"A comparative analysis of temporomandibular joint morphology in the African apes"	"2005-01-01"	48	"555-574"	"Taylor A."	20	NA	18927	15927660	"SCOPUS_ID:19944397177"	0	0	0	0.01	0	0.79	0	0.07	0.02	0.11	5	"2-s2.0-19944397177"	"S0047248405000151"	0.023	0.9	0.077	0.9999	"2-s2.0-19944397177"	"S0047248405000151"	"2005"
"2-s2.0-85062804612"	"10.1016/j.jhevol.2019.02.002"	"S0047248418302239"	"Temporal shifts in the distribution of murine rodent body size classes at Liang Bua (Flores, Indonesia) reveal new insights into the paleoecology of Homo floresiensis and associated fauna"	"2019-05-01"	130	"45-60"	"Veatch E.G."	6	NA	18927	31010543	"SCOPUS_ID:85062804612"	0	0.56	0.04	0.06	0	0	0.31	0.02	0.02	0	1	"2-s2.0-85062804612"	"S0047248418302239"	0.032	0.903	0.065	0.9997	"2-s2.0-85062804612"	"S0047248418302239"	"2019"
"2-s2.0-0029757539"	"10.1006/jhev.1996.0003"	"S0047248496900032"	"Proximal femoral anatomy of omomyiform primates"	"1996-01-01"	30	"29-56"	"Dagosto M."	27	NA	18927	NA	"SCOPUS_ID:0029757539"	0	0.05	0.03	0	0	0	0	0.92	0	0	7	"2-s2.0-0029757539"	"S0047248496900032"	0.011	0.902	0.087	0.9837	"2-s2.0-0029757539"	"S0047248496900032"	"1996"
"2-s2.0-0018967239"	"10.1016/0047-2484(80)90022-6"	"47248480900226"	"Cladometric analysis of Pliocene hominids"	"1980-01-01"	9	"xx-xx"	"Corruccini R."	36	NA	18927	NA	"SCOPUS_ID:0018967239"	0	0.04	0.16	0	0.43	0.11	0	0.14	0.12	0	4	"2-s2.0-0018967239"	"47248480900226"	0.034	0.899	0.067	0.9991	"2-s2.0-0018967239"	"47248480900226"	"1980"
"2-s2.0-84855197786"	"10.1016/j.jhevol.2011.10.006"	"S0047248411002120"	"Microwear, mechanics and the feeding adaptations of Australopithecus africanus"	"2012-01-01"	62	"165-168"	"Strait D.S."	19	NA	18927	NA	"SCOPUS_ID:84855197786"	0	0	0	0	0.09	0.87	0	0	0.05	0	5	"2-s2.0-84855197786"	"S0047248411002120"	0.052	0.874	0.074	0.9968	"2-s2.0-84855197786"	"S0047248411002120"	"2012"
"2-s2.0-49249150148"	"10.1016/0047-2484(79)90022-8"	"47248479900228"	"Introduction"	"1979-01-01"	8	"9-28"	""	0	NA	18927	NA	"SCOPUS_ID:49249150148"	0.03	0	0.55	0	0.02	0	0.38	0	0.02	0	2	"2-s2.0-49249150148"	"47248479900228"	0.049	0.866	0.085	0.9995	"2-s2.0-49249150148"	"47248479900228"	"1979"
"2-s2.0-84867444368"	"10.1016/j.jhevol.2012.07.004"	"S0047248412001406"	"Intergroup cannibalism in the European Early Pleistocene: The range expansion and imbalance of power hypotheses"	"2012-01-01"	63	"682-695"	"Saladié P."	47	NA	18927	22944348	"SCOPUS_ID:84867444368"	0.24	0	0	0.01	0	0	0.36	0.08	0	0.31	6	"2-s2.0-84867444368"	"S0047248412001406"	0.085	0.862	0.053	-0.9998	"2-s2.0-84867444368"	"S0047248412001406"	"2012"
"2-s2.0-0018856711"	"10.1016/0047-2484(80)90067-6"	"47248480900676"	"The scoring of defects of the alveolar process in human crania"	"1980-01-01"	9	"113-116"	"Muller D."	10	NA	18927	NA	"SCOPUS_ID:0018856711"	0	0.01	0.56	0	0.07	0	0	0	0.36	0	2	"2-s2.0-0018856711"	"47248480900676"	0.072	0.866	0.061	-0.8646	"2-s2.0-0018856711"	"47248480900676"	"1980"
"2-s2.0-85077374292"	"10.1016/j.jhevol.2019.102717"	"S0047248419303483"	"The ecology of Australopithecus anamensis in the early Pliocene of Kanapoi, Kenya"	"2020-03-01"	140	"xx-xx"	"Bobe R."	4	102717	18927	31916996	"SCOPUS_ID:85077374292"	0	0.94	0	0	0.05	0	0	0	0	0	1	"2-s2.0-85077374292"	"S0047248419303483"	0.015	0.937	0.048	0.9999	"2-s2.0-85077374292"	"S0047248419303483"	"2020"
"2-s2.0-0031255788"	"10.1006/jhev.1997.0168"	"S0047248497901688"	"Flushing the radiator? A reply to Braga &amp; Boesch"	"1997-01-01"	33	"495-502"	"Falk D."	13	NA	18927	9361255	"SCOPUS_ID:0031255788"	0	0	0.12	0.53	0.24	0.05	0	0	0	0.06	3	"2-s2.0-0031255788"	"S0047248497901688"	0.014	0.956	0.03	0.8402	"2-s2.0-0031255788"	"S0047248497901688"	"1997"
"2-s2.0-0018574598"	"10.1016/0047-2484(79)90067-8"	"47248479900678"	"Section I. Genes and skeletons, ancient and modern"	"1979-01-01"	8	"669-677"	"Berry R."	11	NA	18927	NA	"SCOPUS_ID:0018574598"	0	0	0.92	0	0.04	0.03	0	0	0.01	0	2	"2-s2.0-0018574598"	"47248479900678"	0.032	0.893	0.075	0.9994	"2-s2.0-0018574598"	"47248479900678"	"1979"
"2-s2.0-0036882342"	"10.1006/jhev.2002.0606"	"S0047248402906068"	"Morphological affinities of the Šal'a 1 frontal bone"	"2002-01-01"	43	"787-815"	"Sládek V."	18	NA	18927	12473484	"SCOPUS_ID:0036882342"	0.89	0.03	0.06	0.01	0	0	0	0	0	0	0	"2-s2.0-0036882342"	"S0047248402906068"	0.009	0.964	0.026	0.9682	"2-s2.0-0036882342"	"S0047248402906068"	"2002"
"2-s2.0-0036751553"	"10.1006/jhev.2002.0582"	"S0047248402905828"	"Notharctine primates (Adapiformes) from the early to middle Eocene (Wasatchian-Bridgerian) of Wyoming: Transitional species and the origins of Notharctus and Smilodectes"	"2002-01-01"	43	"353-380"	"Gunnell G."	19	NA	18927	12234548	"SCOPUS_ID:0036751553"	0	0.54	0	0	0	0.01	0	0.45	0	0	1	"2-s2.0-0036751553"	"S0047248402905828"	0.021	0.943	0.035	0.9771	"2-s2.0-0036751553"	"S0047248402905828"	"2002"
"2-s2.0-0016824629"	"10.1016/0047-2484(75)90086-X"	"004724847590086X"	"Multivariate analysis in biological anthropology: Some considerations"	"1975-01-01"	4	"1-19"	"Corruccini R."	77	NA	18927	NA	"SCOPUS_ID:0016824629"	0.01	0	0.48	0	0.02	0.41	0	0.08	0	0	2	"2-s2.0-0016824629"	"004724847590086X"	0.039	0.893	0.068	0.9997	"2-s2.0-0016824629"	"004724847590086X"	"1975"
"2-s2.0-85081024753"	"10.1016/j.jhevol.2019.102730"	"S0047248419303616"	"A refined chronology for the Gravettian sequence of Abri Pataud"	"2020-04-01"	141	"xx-xx"	"Douka K."	3	102730	18927	32163762	"SCOPUS_ID:85081024753"	0.03	0	0.05	0	0	0	0.92	0	0	0	6	"2-s2.0-85081024753"	"S0047248419303616"	0.026	0.897	0.077	0.9999	"2-s2.0-85081024753"	"S0047248419303616"	"2020"
"2-s2.0-0037307656"	"10.1016/S0047-2484(02)00206-3"	"S0047248402002063"	"The Oldowan industry of Peninj and its bearing on the reconstruction of the technological skills of Lower Pleistocene hominids"	"2003-01-01"	44	"203-224"	"de la Torre I."	97	NA	18927	12662943	"SCOPUS_ID:0037307656"	0	0.01	0	0	0.02	0	0.96	0	0	0.01	6	"2-s2.0-0037307656"	"S0047248402002063"	0.026	0.914	0.06	0.9996	"2-s2.0-0037307656"	"S0047248402002063"	"2003"
"2-s2.0-33747079577"	"10.1016/j.jhevol.2006.01.009"	"S0047248406000534"	"Size and shape variation in Australopithecus afarensis proximal femora"	"2006-01-01"	51	"217-227"	"Harmon E."	26	NA	18927	16712903	"SCOPUS_ID:33747079577"	0	0	0	0.33	0.29	0.24	0	0.14	0	0	3	"2-s2.0-33747079577"	"S0047248406000534"	0.014	0.885	0.101	0.9999	"2-s2.0-33747079577"	"S0047248406000534"	"2006"
"2-s2.0-0022927212"	"10.1016/S0047-2484(86)80054-9"	"S0047248486800549"	"Dental remains from Atapuerca (Spain) I. Metrics"	"1986-01-01"	15	"265-287"	"Bermúdez de Castro J.M."	67	NA	18927	NA	"SCOPUS_ID:0022927212"	0.49	0	0.09	0	0.06	0	0	0	0.35	0	0	"2-s2.0-0022927212"	"S0047248486800549"	0.041	0.904	0.055	0.9977	"2-s2.0-0022927212"	"S0047248486800549"	"1986"
